unitid,chronname,city,state,level,control,basic,hbcu,flagship,long_x,lat_y,site,student_count,awards_per_value,awards_per_state_value,awards_per_natl_value,exp_award_value,exp_award_state_value,exp_award_natl_value,exp_award_percentile,ft_pct,fte_value,fte_percentile,med_sat_value,med_sat_percentile,aid_value,aid_percentile,endow_value,endow_percentile,grad_100_value,grad_100_percentile,grad_150_value,grad_150_percentile,pell_value,pell_percentile,retain_value,retain_percentile,ft_fac_value,ft_fac_percentile,vsa_year,vsa_grad_after4_first,vsa_grad_elsewhere_after4_first,vsa_enroll_after4_first,vsa_enroll_elsewhere_after4_first,vsa_grad_after6_first,vsa_grad_elsewhere_after6_first,vsa_enroll_after6_first,vsa_enroll_elsewhere_after6_first,vsa_grad_after4_transfer,vsa_grad_elsewhere_after4_transfer,vsa_enroll_after4_transfer,vsa_enroll_elsewhere_after4_transfer,vsa_grad_after6_transfer,vsa_grad_elsewhere_after6_transfer,vsa_enroll_after6_transfer,vsa_enroll_elsewhere_after6_transfer,similar,state_sector_ct,carnegie_ct,counted_pct,nicknames,cohort_size
102049,Samford University,Birmingham,Alabama,4-year,Private not-for-profit,Masters Colleges and Universities--medium programs,NULL,NULL,-86.790932,33.464578,www.samford.edu,3013,19.9,17.8,22.5,85883,92268,101725,57,94.6,3100,84,1153,77,13261,47,60561,82,48.9,60,69.2,76,14.9,6,86.7,80,63.7,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,212106|122612|144740|145813|208822|139931|174914|109785|188429|228875|194310|191649|195809|166513|159647|120883|122436|199139|186584|127741,16,169,84.4|07,NULL,711
102058,Selma University,Selma,Alabama,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,X,NULL,-87.033826,32.420358,selmauniversity.org,582,5.2,17.8,22.5,64000,92268,101725,35,78.2,433,17,NULL,NULL,2379,1,NULL,NULL,2,0,11.3,2,75,93,42,2,81,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,106,NULL,NULL,150
102067,Shelton State Community College,Tuscaloosa,Alabama,2-year,Public,Associates--Public Rural-serving Large,X,NULL,-87.56148,33.120531,www.sheltonstate.edu,5068,10.7,15.9,16.5,73406,42194,37780,92,48.7,4106,58,NULL,NULL,3626,35,NULL,NULL,4.3,18,8.2,5,52.2,76,58.5,54,41.4,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104160|176178|127884|157711|101286|150978|203155|167376|145682|151005|236692|193283|205841|153311|115861|101295|226578|226134|209940|140304,25,128,51.9|10,NULL,923
102076,Snead State Community College,Boaz,Alabama,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-86.169483,34.200648,www.snead.edu,2295,20.7,15.9,16.5,30913,42194,37780,30,67.1,2023,31,NULL,NULL,5164,83,1269,63,7,36,32.2,85,57.4,84,59.4,58,29.9,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,366447|232052|155618|420431|141307|162609|160676|438708|160560|199625|101499|159443|169992|199467|216296|142179|198905|155052|158088|199263,25,289,62.0|10,NULL,597
102094,University of South Alabama,Mobile,Alabama,4-year,Public,Research Universities--high research activity,NULL,NULL,-88.18189,30.695081,www.southalabama.edu,11307,17.3,18.8,21.5,80461,75743,66436,80,77.5,10289,68,1064,64,6250,55,11350,81,14.1,26,33.2,21,37.4,46,67.9,30,68.6,61,2011,17.2,3.2,37.4,15.2,37.8,8.1,11.1,11.3,35.9,6.4,16.2,11.5,44,9.9,4.8,9.5,149772|101879|225627|155061|185590|240417|159717|156620|157951|138789|187444|227881|110565|106458|141334|216010|122755|217934|234827|198561,13,96,46.3|07,USA,1418
102234,Spring Hill College,Mobile,Alabama,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,NULL,NULL,-88.138199,30.694751,www.shc.edu,1292,18.5,17.8,22.5,108024,92268,101725,73,93.3,1225,44,1100,65,18715,74,15871,47,47.1,58,56.3,52,33.3,40,75.6,51,56.2,55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,238458|217688|217536|165671|235167|196185|144962|177065|219976|186876|183910|121309|377555|102669|203775|238078|213987|150534|173045|232609,16,106,86.5|07,NULL,380
102261,Southeastern Bible College,Birmingham,Alabama,4-year,Private not-for-profit,Theological seminaries- Bible colleges- and other faith-related institutions,NULL,NULL,-86.749045,33.378935,www.sebc.edu,161,18.7,17.8,22.5,94892,92268,101725,65,80.7,149,4,970,20,5457,11,10059,34,8,3,24,6,60.9,87,64.3,22,35,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,444398|174206|181376|194569|405058|208725|157030|176938|137962|179256|202903|198747|132408|199458|132879|134510|237136|176336|217040|194718,16,106,37.8|07,NULL,25
102270,Stillman College,Tuscaloosa,Alabama,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,X,NULL,-87.585242,33.199228,www.stillman.edu,863,11.8,17.8,22.5,128277,92268,101725,82,93.6,940,34,882,5,7526,18,19434,53,16.9,10,26.2,7,74.3,93,61.2,17,87.9,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,107600|101675|106306|177551|198862|220604|133979|229887|218919|233499|217721|133526|206491|199582|227429|228884|106412|218399|199643|207209,16,252,72.6|07,NULL,378
102298,Talladega College,Talladega,Alabama,4-year,Private not-for-profit,Baccalaureate Colleges--Arts & Sciences,X,NULL,-86.113675,33.434258,www.talladega.edu,932,13.1,17.8,22.5,163659,92268,101725,89,91.1,542,21,NULL,NULL,16234,64,6100,21,82.4,94,82.4,91,96.6,100,32.9,1,81.1,84,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,197993|198756|158802|140720|176318|225885|225575|237899|217624|176406|220181|220598|197948|247700|167455|151810|157216|230825|148849|101541,16,252,87.4|07,NULL,125
102313,Trenholm State Technical College,Montgomery,Alabama,2-year,Public,Associates--Public Rural-serving Small,X,NULL,-86.343057,32.350109,www.trenholmstate.edu,1351,17.7,15.9,16.5,39149,42194,37780,50,52.6,1275,16,NULL,NULL,3409,28,NULL,NULL,19.8,84,32.7,86,61,89,49.8,18,64.4,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217989|101462|175519|198640|445018|139621|180081|430795|159984|217837|414911|127778|199449|107549|428392|140997|101949|161484|101994|101602,25,111,38.5|10,NULL,278
102368,Troy University,Troy,Alabama,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-85.950191,31.800128,www.troy.edu,16316,21.4,18.8,21.5,38447,75743,66436,13,56,13261,76,NULL,NULL,5321,34,33,1,13.3,23,35.5,24,47.6,78,73.9,50,37.4,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,169798|229814|176965|100830|160038|207041|210429|207263|139199|211361|168290|212115|183080|183026|235097|141644|232706|194107|141334|162584,13,386,32.8|07,NULL,1667
102377,Tuskegee University,Tuskegee,Alabama,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,X,NULL,-85.710315,32.431021,www.tuskegee.edu,2584,13.9,17.8,22.5,177188,92268,101725,91,95.5,2606,77,937,12,4792,8,37366,70,16.7,9,43.8,28,64.5,89,72.4,42,100,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,217873|146825|207306|237385|207351|218238|237358|231420|142328|199999|195173|167394|198899|230931|151388|165529|152266|218742|206330|132602,16,343,31.5|07,NULL,796
102429,Bevill State Community College,Jasper,Alabama,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-87.265034,33.835785,www.bscc.edu,3490,16.6,15.9,16.5,44867,42194,37780,63,51.8,2970,46,NULL,NULL,4296,62,50,6,6.3,32,13.9,25,58.4,86,58.1,51,34.6,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,179645|199926|175810|366465|207050|218025|175573|141255|151078|101897|140678|175643|237817|140599|171234|139357|140483|199892|206923|107460,25,289,57.5|10,NULL,1006
102553,University of Alaska at Anchorage,Anchorage,Alaska,4-year,Public,Masters Colleges and Universities--larger programs,NULL,NULL,-149.826135,61.189554,www.uaa.alaska.edu,16380,16.1,16.3,21.5,88284,103823,66436,84,46.9,11469,72,NULL,NULL,4830,22,4018,49,8.7,11,27.8,12,24.7,13,70.6,39,47.4,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,213349|184603|162584|217420|235097|141644|211361|110617|151342|194107|151379|183080|183026|210429|160038|176965|212115|211644|232706|100830,3,386,54.7|07,UAA,952
102614,University of Alaska at Fairbanks,Fairbanks,Alaska,4-year,Public,Research Universities--high research activity,NULL,X,-147.824751,64.857053,www.uaf.edu,7989,16.6,16.3,21.5,147044,103823,66436,98,45.7,5545,45,NULL,NULL,5315,34,12346,83,14.1,26,37.3,28,23.5,11,76.9,60,69.4,64,2010,7.7,3.2,34,9.8,24.8,8.5,10.3,7.2,24.7,6,15.9,9.5,32.9,10.6,4.9,7.4,200280|217484|182290|176017|180489|160658|240453|199148|159939|142285|172699|161253|122409|182281|105330|232982|201441|133669|200332|238032,3,96,67.8|07,NULL,523
102632,University of Alaska-Southeast,Juneau,Alaska,4-year,Public,Masters Colleges and Universities--smaller programs,NULL,NULL,-134.636346,58.38427,www.uas.alaska.edu,2645,16.2,16.3,21.5,70131,103823,66436,69,31,1544,11,NULL,NULL,4688,18,2108,27,4.1,2,12.2,1,18.3,4,71.6,42,47.5,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,195562|157809|178721|132657|207324|154712|186201|157793|196264|126669|150172|102322|192466|428268|152336|239743|204617|226471|101693|432241,3,106,15.1|07,NULL,49
102669,Alaska Pacific University,Anchorage,Alaska,4-year,Private not-for-profit,Masters Colleges and Universities--smaller programs,NULL,NULL,-149.804242,61.191235,www.alaskapacific.edu,387,22.9,22.9,22.5,97275,97275,101725,66,63.3,342,13,1008,31,7508,18,192792,93,25,20,40,22,27.9,29,66.7,26,37.6,29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,121309|219976|144962|150534|196185|235167|217536|102234|238458|217688|165671|152600|183910|177065|186876|377555|238078|237066|203775|213987,1,106,21.8|07,NULL,40
102845,Charter College,Anchorage,Alaska,4-year,Private for-profit,Baccalaureate/Associates Colleges,NULL,NULL,-149.840178,61.195786,www.chartercollege.edu,2191,34.2,34.2,24.6,30416,30416,38763,21,100,2983,92,NULL,NULL,3310,7,NULL,NULL,21.9,54,21.9,40,66,41,43.3,28,21.2,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,441955|386472|436191|177579|429599|210076|128683|414531|248934|406194|135081|174154|440165|442578|443331|407319|174394|413857|432384|434557,1,124,23.2|07,NULL,128
103361,Prince William Sound Community College,Valdez,Alaska,2-year,Public,Associates--Public Rural-serving Medium,NULL,NULL,-146.17799,61.122364,www.pwscc.edu,471,5.1,9.1,16.5,432087,160134,37780,100,11.7,263,1,NULL,NULL,2930,15,220,22,15.4,72,19.2,46,20.9,6,40,3,22.2,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,228699|225070|240693|240666|223506|141228|141273|156240|175564|126748|145831|200192|237039|232195|183141|183132|240620|233116|240514|434061,2,289,16.6|10,NULL,26
103644,Everest College,Phoenix,Arizona,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,NULL,NULL,-112.113845,33.580985,www.everestcollegephoenix.edu,2761,27,32.8,24.6,48603,25661,38763,57,53.9,2008,88,NULL,NULL,4689,62,NULL,NULL,15.3,38,23.7,44,82.6,91,NULL,NULL,14.1,37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,445197|122834|118259|189565|154776|445258|203739|157465|211398|136011|213002|445230|122694|207962|443854|443438|368443|193201|157696|442037,23,83,62.4|07,NULL,59
103893,Carrington College at Phoenix,Phoenix,Arizona,4-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-112.115546,33.560821,www.carrington.edu,676,73.6,32.8,24.6,25833,25661,38763,14,100,573,48,NULL,NULL,3736,16,NULL,NULL,NULL,NULL,NULL,NULL,72.6,63,NULL,NULL,53.6,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,125532|365055|442338|246202|377111|375416|440642|211200|214892|442499|381796|210483|424424|178767|216427|428329|215415|398574|170417|211617,23,517,NULL,NULL,NULL
103909,Carrington College-Mesa,Mesa,Arizona,2-year,Private for-profit,Not applicable- not in Carnegie universe,NULL,NULL,-111.855281,33.39207,www.carrington.edu,691,60.4,36.8,32.8,38369,21312,24795,79,90.3,767,70,NULL,NULL,4077,37,NULL,NULL,10.6,11,68.4,70,73,58,71.8,62,24,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174464|174622|174631|242741|243382|440961|441654|420583|160250|191870|196459|201070|213871|215895|225867|226790|414188|124432|143880|110325,12,81,NULL,NULL,414
103927,Carrington College-Tucson,Tucson,Arizona,2-year,Private for-profit,Not applicable- not in Carnegie universe,NULL,NULL,-110.977571,32.27094,www.carrington.edu,440,76.4,36.8,32.8,23947,21312,24795,53,99.3,379,37,NULL,NULL,3556,16,NULL,NULL,4,2,63,56,65.1,39,72.7,65,42.1,54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,174464|174622|174631|242741|243382|440961|441654|420583|160250|191870|196459|201070|213871|215895|225867|226790|414188|124432|143880|110325,12,81,NULL,NULL,481
103945,CollegeAmerica at Flagstaff,Flagstaff,Arizona,4-year,Private not-for-profit,Associates--Private For-profit,NULL,NULL,-111.604793,35.211152,www.collegeamerica.edu,209,24.8,21.7,22.5,44486,35493,101725,14,100,401,16,NULL,NULL,3651,4,NULL,NULL,NULL,NULL,NULL,NULL,84.3,97,65.2,23,64.3,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,439570|189592|434821|215433|363439|433563|204060|188517|369905|367112|440299|365204|204316|205610|157021|427973|151236|212425|420103|206224,4,517,NULL,NULL,NULL
104090,International Institute of the Americas at Glendale,Phoenix,Arizona,4-year,Private for-profit,Baccalaureate/Associates Colleges,NULL,NULL,-112.15007,33.525384,www.brooklinecollege.edu,828,18.4,32.8,24.6,71648,25661,38763,77,100,736,61,NULL,NULL,4191,41,NULL,NULL,37.5,82,42.9,81,66.1,42,44.7,32,14.8,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,438179|404806|242981|241836|230621|189413|241304|104364|188465|367909|137801|241720|420006|121381|230630|134149|438902|445355|144883|206817,23,124,NULL,NULL,56
104151,Arizona State University at Tempe,Tempe,Arizona,4-year,Public,Research Universities--very high research activity,NULL,NULL,-111.940011,33.421922,www.asu.edu/,38730,23.7,22,21.5,79866,75690,66436,79,90.3,38789,99,1145,83,8503,86,8058,72,37.7,80,59.5,76,33.8,35,84.4,82,87.6,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,209542|236939|145600|196060|180461|141574|100663|104179|110671|126818|126562|201885|230764|171100|153603|157085|137351|110714|155317|243780,4,106,59.4|07,ASU,7308
104160,Arizona Western College,Yuma,Arizona,2-year,Public,Associates--Public Rural-serving Large,NULL,NULL,-114.495968,32.689306,www.azwestern.edu,8000,20.7,20.4,16.5,28732,25969,37780,24,35,5538,71,NULL,NULL,5138,83,309,31,10.2,53,17.5,39,58,85,62.5,72,31.1,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,157711|127884|102067|101286|150978|145682|151005|176178|167376|203155|236692|205841|153311|115861|193283|226578|101295|169275|209940|181640,20,128,38.5|10,NULL,954
104179,University of Arizona,Tucson,Arizona,4-year,Public,Research Universities--very high research activity,NULL,X,-110.950769,32.232071,www.arizona.edu,31670,21.3,22,21.5,86900,75690,66436,84,89.7,30837,98,1106,77,10381,94,15972,87,39.9,82,61.4,79,32.7,32,81.5,73,76.4,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,230764|141574|157085|155317|196060|209542|236939|180461|104151|100663|145600|126818|201885|196088|187985|181464|178396|159391|153658|166629,4,106,73.5|07,U of A,6231
104188,Art Center Design College (Ariz.),Tucson,Arizona,4-year,Private for-profit,Schools of art- music- and design,NULL,NULL,-110.927321,32.252384,www.suva.edu,216,12.7,32.8,24.6,113274,25661,38763,93,58.3,277,14,NULL,NULL,2616,2,NULL,NULL,10,23,33.3,65,53.1,17,84.6,88,56.5,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,146010|402776|445124|410502|138813|432533|241766|260813|134680|222938|134811|112570|209533|182111|210960|210942|241951|117928|132338|428444,23,114,46.8|07,NULL,30
104346,Central Arizona College,Coolidge,Arizona,2-year,Public,Associates--Public Suburban-serving Multicampus,NULL,NULL,-111.652501,32.957092,www.centralaz.edu,6445,20.2,20.4,16.5,49921,25969,37780,73,33,4893,66,NULL,NULL,3603,34,847,53,18.3,81,18.3,42,46.4,62,49.3,16,21.4,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,208406|126289|172954|154800|166887|173708|187198|160719|158219|448637|172963|113573|183938|163426|235431|153630|177676|127200|143215|366395,20,99,19.5|10,NULL,514
104364,Brown Mackie College - Tucson,Tucson,Arizona,4-year,Private for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-110.895086,32.236736,www.brownmackie.edu,684,27,32.8,24.6,48057,25661,38763,56,100,685,58,NULL,NULL,4235,44,NULL,NULL,20,48,20,34,83.5,93,0,0,6.7,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,188465|367909|137801|241720|121381|420006|230630|134149|445355|438902|144883|206817|241304|260293|136288|390701|230621|153418|189413|404806,23,343,69.3|07,NULL,5
104425,Cochise College,Douglas,Arizona,2-year,Public,Associates--Public Rural-serving Large,NULL,NULL,-109.690422,31.365757,www.cochise.edu,4453,22.5,20.4,16.5,11180,25969,37780,1,37,7909,82,NULL,NULL,4089,55,665,47,10.2,53,18.3,42,30.8,22,56,42,24.9,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,144564|230861|199333|170550|134343|153445|148937|170541|132851|123217|238759|137759|228158|146348|154572|130907|229504|209074|208390|151023,20,128,30.5|10,NULL,481
104577,Eastern Arizona College,Thatcher,Arizona,2-year,Public,Associates--Public Rural-serving Large,NULL,NULL,-109.761664,32.840719,www.eac.edu,6602,17.3,20.4,16.5,26448,25969,37780,19,29.6,3810,56,NULL,NULL,4717,74,NULL,NULL,13.6,68,22.1,56,19.8,6,54.1,33,25.7,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,148380|155195|236708|180902|239372|146205|126207|239488|136516|105349|123299|136473|134608|234979|130004|132693|146506|236656|233949|198154,20,128,43.5|10,NULL,818
104586,Embry-Riddle Aeronautical University at Prescott,Prescott,Arizona,4-year,Private not-for-profit,Baccalaureate Colleges--Diverse Fields,NULL,NULL,-112.452285,34.615678,www.erau.edu,1879,20.6,21.7,22.5,0,35493,101725,0,93.3,1674,59,1171,80,10781,33,11293,37,36.8,40,59.1,58,28.8,31,82.8,72,70.2,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,153250|154101|212197|180984|174491|203845|107512|133711|213996|219000|139393|107141|217059|153825|217518|180416|238476|152567|177542|221014,4,343,77.9|07,NULL,399
104708,Glendale Community College (Ariz.),Glendale,Arizona,2-year,Public,Associates--Public Urban-serving Multicampus,NULL,NULL,-112.188334,33.567483,www.gccaz.edu,20872,21,20.4,16.5,26032,25969,37780,19,34.6,12558,93,NULL,NULL,3411,28,NULL,NULL,5.5,28,12.2,17,38.1,41,59.5,59,31.4,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113096|227766|122180|122339|232414|105428|181303|117724|117733|105154|117247|101505|130916|125471|179113|117867|199856|123527|117788|105525,20,125,32.8|10,NULL,2235
104717,Grand Canyon University,Phoenix,Arizona,4-year,Private for-profit,Masters Colleges and Universities--larger programs,NULL,NULL,-112.129917,33.512172,www.gcu.edu,35205,17.7,32.8,24.6,34866,25661,38763,32,22.7,27695,99,NULL,NULL,7117,95,NULL,NULL,24.1,59,30.4,60,52.6,16,58.8,57,11,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,193016|145336|199306|137476|187897|192439|140818|169716|127653|190716|227331|232557|225502|196592|194958|380465|405988|225414|217776|195234,23,386,8.9|07,NULL,112
104805,Anthem College at Phoenix,Phoenix,Arizona,4-year,Private for-profit,Associates--Private For-profit 4-year Primarily Associates,NULL,NULL,-112.050186,33.494316,www.anthem.edu,2238,15.2,32.8,24.6,34973,25661,38763,33,100,3081,93,NULL,NULL,4745,65,NULL,NULL,32.4,74,70.6,94,77.9,81,87.5,89,49.4,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,118286|226879|366678|164641|376136|157270|434566|152424|444927|423670|206394|191959|212993|205391|134422|445203|152220|164058|440110|220002,23,83,NULL,NULL,34
105118,Kaplan College (Phoenix),Phoenix,Arizona,2-year,Private for-profit,Associates--Private For-profit,NULL,NULL,-112.118921,33.608202,www.kaplancollege.com/phoenix-az/,93,24.1,36.8,32.8,26096,21312,24795,58,100,523,53,NULL,NULL,3676,19,NULL,NULL,0,0,62.8,55,51.5,21,77.8,76,22.2,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,202161|204626|443739|212072|373447|230056|440110|438258|445203|152220|444121|410539|163736|126924|231642|260691|223463|246035|376136|157270,12,517,NULL,NULL,253
105145,Gateway Community College,Phoenix,Arizona,2-year,Public,Associates--Public Urban-serving Multicampus,NULL,NULL,-111.996527,33.4495,www.gatewaycc.edu,6440,23.8,20.4,16.5,27255,25969,37780,21,20.9,3415,51,NULL,NULL,2822,13,NULL,NULL,7.5,39,13.3,22,33.7,30,55.3,39,28,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,236513|144184|160667|199856|117867|125471|122746|130916|108667|118772|101505|117247|111896|117733|364016|159267|117724|227191|223524|105428,20,125,11.8|10,NULL,240
105154,Mesa Community College,Mesa,Arizona,2-year,Public,Associates--Public Urban-serving Multicampus,NULL,NULL,-111.871494,33.391256,www.mesacc.edu,23678,22.6,20.4,16.5,25949,25969,37780,18,31.9,14734,95,NULL,NULL,3225,22,NULL,NULL,5.3,26,12.5,18,37.3,39,56.3,44,29.1,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,122180|112190|227766|113856|117724|104708|117733|117247|230746|117706|125471|105525|113096|117867|199856|144184|122339|236513|232414|105428,20,125,31.6|10,NULL,2417
105163,ITT Technical Institute at Tucson,Tucson,Arizona,4-year,Private for-profit,Other technology-related schools,NULL,NULL,-110.997501,32.297261,www.itt-tech.edu,409,35.9,32.8,24.6,31167,25661,38763,22,74.6,468,36,NULL,NULL,4364,50,NULL,NULL,25,60,25,48,73,65,NULL,NULL,11.1,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,368452|378406|442718|110945|189556|414586|413866|178226|443687|413884|445072|381741|445276|437042|437219|437051|430263|434548|440925|139074,23,54,64.3|07,NULL,8
